login_Attempts,failed_Validations,avg_flow,current_flow,packets_flow,botnet
3,4,530,1299,14,1
7,12,530,1382,17,1
8,9,530,693,16,0
6,11,530,377,16,1
10,9,530,428,1,1
3,2,500,658,2,0
0,11,530,785,1,1
7,1,530,890,16,0
1,9,500,286,15,0
0,11,530,825,20,1
2,6,530,307,16,0
5,12,530,1271,12,1
5,4,550,1344,16,1
3,10,500,818,5,1
10,4,550,392,3,0
6,4,500,1232,15,0
5,0,530,634,8,0
10,5,530,701,3,0
6,9,530,593,14,1
9,9,500,1162,19,1
0,11,550,765,10,0
9,4,530,1374,4,1
2,1,500,529,2,0
2,10,550,1144,12,0
7,9,550,885,4,1
9,4,500,1073,12,1
5,1,500,1053,12,0
6,3,550,384,9,0
5,5,530,315,12,1
9,5,500,1274,18,0
2,9,500,1471,6,1
6,7,500,1241,20,1
9,10,530,339,20,0
9,9,500,1042,2,1
8,3,530,572,7,0
4,1,530,916,1,0
3,2,550,1131,18,0
7,7,500,508,10,0
0,10,530,1439,4,1
7,8,530,1144,18,1
4,2,530,1504,16,0
7,1,500,1216,8,0
4,9,530,1435,13,0
2,9,550,947,12,1
1,12,500,1181,12,0
4,6,530,1215,12,0
7,11,500,743,15,1
4,12,500,1044,9,0
1,9,550,1313,3,0
3,4,530,806,4,0
9,12,500,1444,16,1
0,10,550,710,16,0
3,7,550,1070,10,0
9,4,500,723,5,1
5,11,550,446,2,1
6,9,500,567,14,0
5,3,500,744,7,1
7,4,550,626,15,1
4,12,550,431,19,0
5,3,550,1097,8,0
6,11,530,330,3,1
4,1,550,1336,2,1
3,12,500,1478,13,0
9,11,500,1065,10,1
0,6,530,597,3,1
5,6,530,790,6,1
3,0,550,1218,4,1
1,0,550,631,15,0
7,2,550,938,16,1
10,3,530,1233,4,1
0,5,530,1246,18,0
0,11,550,957,12,0
6,5,500,1307,15,1
4,4,550,1418,18,1
2,12,530,435,4,0
3,2,500,1230,12,0
10,1,530,554,10,0
8,12,550,702,10,1
9,5,550,1401,19,1
0,11,500,1301,17,0
4,9,500,678,20,1
5,10,550,396,4,1
7,0,530,450,11,1
9,11,530,324,6,1
6,9,550,341,16,1
6,3,530,923,5,0
1,5,500,218,1,1
2,9,500,1450,9,0
8,12,530,284,20,0
1,4,550,1471,19,0
0,6,500,1048,2,1
7,6,530,932,10,1
9,10,500,1240,15,1
1,3,550,1086,7,1
5,10,550,1354,7,0
3,5,500,403,4,1
8,3,550,263,5,1
8,2,530,758,11,0
0,0,550,501,9,1
7,11,500,618,19,0
3,0,500,632,13,1
10,10,530,332,18,1
10,11,530,908,17,1
1,11,530,1415,7,0
5,10,550,642,9,0
2,2,530,618,14,0
3,6,500,1427,2,1
5,6,500,877,4,1
8,0,550,389,10,0
1,9,530,609,12,1
1,9,550,1239,12,1
3,6,530,1038,19,1
6,6,550,959,18,1
5,12,530,1432,2,1
5,1,500,714,10,0
0,6,500,1227,10,0
0,3,530,554,10,0
2,4,530,381,3,1
8,4,530,1032,12,0
3,12,550,511,17,0
0,2,500,969,13,0
3,11,550,723,15,0
2,2,530,625,5,1
6,12,500,892,13,1
7,9,500,1280,8,1
5,12,550,508,5,1
6,4,530,1369,2,0
10,12,550,1339,6,1
8,3,500,937,18,0
6,6,500,594,6,1
10,5,530,871,20,0
0,12,500,248,20,0
1,4,550,1035,6,0
4,2,550,1081,10,0
10,11,530,316,1,0
5,2,530,743,13,0
10,4,550,1365,7,1
7,12,550,742,7,1
9,4,550,799,5,1
1,4,550,473,16,0
8,12,530,866,19,1
6,3,530,1256,20,1
5,9,550,1242,7,1
1,10,550,1384,18,1
2,2,550,864,1,1
5,3,550,952,19,0
9,4,500,457,2,0
9,1,530,314,17,0
0,2,530,1235,13,1
9,7,500,470,16,0
4,2,550,1112,13,0
6,10,500,637,6,1
10,5,530,1470,11,0
0,4,550,1081,6,0
2,5,550,1102,20,1
1,8,500,1494,10,1
3,3,500,1085,5,0
6,8,500,1047,6,1
5,4,500,1296,13,0
2,0,550,1237,8,1
4,9,550,1315,4,0
9,1,500,1296,1,0
9,3,500,1348,3,1
9,5,500,1025,18,1
5,4,550,785,16,0
0,0,550,366,20,1
8,2,530,1052,11,0
9,12,500,735,10,1
2,7,550,492,15,0
8,1,550,954,15,0
3,10,500,596,10,0
1,6,500,1201,18,1
10,6,550,256,17,1
4,1,500,654,4,1
4,3,500,1224,3,0
5,3,500,638,16,0
0,4,550,868,13,0
4,3,500,633,16,1
5,1,500,583,12,1
6,12,530,831,17,1
2,8,550,810,5,0
10,0,550,1120,15,1
1,2,500,410,5,1
3,11,500,469,12,0
0,9,530,261,10,1
4,12,530,1158,4,0
8,8,500,1337,14,1
8,5,530,386,15,0
1,1,500,1395,7,0
2,2,530,291,10,0
9,1,530,484,20,1
8,8,530,690,4,0
0,11,500,719,12,1
4,5,500,1126,13,1
0,2,530,343,12,1
9,8,500,1104,2,1
2,3,500,1364,7,1
6,6,500,1008,12,1
1,1,500,257,10,1
7,10,550,1435,5,1
6,5,530,626,3,0
7,4,530,1040,17,1
0,3,530,752,7,1
1,4,530,785,18,0
7,1,500,1078,9,0
7,8,550,1022,11,1
7,2,550,1172,8,1
10,2,530,911,7,1
0,2,500,566,16,1
9,11,500,305,5,1
4,5,550,518,1,1
0,10,530,346,16,1
0,9,500,952,6,0
5,1,530,335,18,1
7,11,530,675,6,1
5,5,530,1352,14,1
6,6,530,830,13,1
4,8,530,480,9,0
1,8,500,425,19,1
2,5,550,1272,10,1
5,6,500,522,18,1
3,11,500,1034,11,0
3,4,500,1314,18,0
8,1,500,1396,16,1
2,5,550,1447,3,1
9,8,550,1465,19,1
1,7,550,1083,6,1
7,9,500,1418,14,1
8,0,500,1057,18,0
6,4,500,1032,10,0
6,11,500,1240,8,1
9,3,550,325,7,1
7,5,550,1431,5,0
10,4,550,1258,2,1
0,6,530,1427,5,1
10,6,500,1353,8,1
8,10,550,1275,7,1
4,4,530,921,13,1
3,12,530,889,18,0
8,9,530,966,1,1
2,4,500,1114,12,1
8,2,550,581,5,1
6,12,500,886,3,1
4,3,550,318,8,1
7,7,530,441,16,0
9,6,500,1141,16,1
8,7,530,700,18,1
10,1,550,1053,17,1
5,8,530,1207,17,0
3,9,500,259,16,0
9,1,500,956,14,1
0,8,500,600,11,1
3,2,500,788,18,0
0,6,530,1326,1,1
5,0,550,980,6,1
4,1,500,1041,10,1
10,10,530,674,17,0
2,9,530,753,3,0
1,10,500,1008,6,0
3,8,530,666,6,0
5,6,500,968,5,0
1,12,530,1374,14,1
6,9,550,1240,10,1
0,7,530,725,13,1
10,8,550,537,20,1
1,4,530,366,3,1
3,5,530,315,19,0
2,10,550,682,16,1
6,2,550,664,11,0
1,10,530,1383,20,0
3,5,530,1419,19,0
7,1,550,1412,5,1
1,5,530,1134,3,0
2,4,550,1351,11,0
4,9,550,1288,19,1
4,11,530,1404,13,1
7,8,500,570,3,0
9,1,500,1167,19,0
0,10,550,475,6,1
2,11,500,969,15,1
0,6,530,1409,14,0
0,5,550,1535,18,0
7,7,530,1300,15,1
10,5,530,1277,1,1
8,10,550,995,3,1
3,12,530,608,18,0
7,7,530,347,13,1
3,10,500,1192,17,0
7,6,550,936,5,1
1,6,550,1185,7,0
4,1,530,1365,7,0
4,2,550,616,10,1
2,11,550,1121,3,0
6,12,550,615,2,1
9,8,550,459,9,0
9,8,530,1022,19,1
6,6,550,1347,4,1
2,2,550,533,15,0
0,9,550,1295,3,0
1,10,530,945,6,0
7,11,500,578,2,1
1,12,500,937,12,1
4,5,500,822,6,0
7,12,550,404,1,1
0,7,500,984,8,1
1,8,550,1472,15,0
3,1,500,963,14,1
5,10,550,484,3,1
5,7,530,650,8,0
0,0,550,557,16,0
8,0,500,1428,5,0
7,2,500,264,20,0
7,9,500,568,9,0
9,8,500,376,11,0
3,6,500,417,14,1
7,0,530,1129,12,0
3,5,550,1104,4,1
6,5,500,1042,1,0
10,6,550,889,7,1
9,9,500,432,2,1
6,6,500,863,12,1
0,1,500,614,18,1
10,7,550,1549,10,1
4,8,550,1543,13,1
4,9,550,1071,5,0
10,8,550,348,15,0
5,2,530,1362,7,0
1,5,530,621,17,1
0,0,530,1457,16,1
10,7,550,1130,18,1
3,0,550,625,8,0
4,12,500,811,12,0
6,0,550,834,7,0
8,6,530,1204,6,1
9,11,550,365,3,0
7,5,500,409,16,1
9,3,530,644,11,0
8,11,500,803,6,1
10,3,500,990,9,1
5,5,550,1037,19,0
4,1,530,1357,1,0
5,11,530,471,7,0
5,6,530,1053,7,0
2,10,530,1465,2,1
0,10,530,1081,18,1
10,10,530,544,17,1
6,9,550,1119,6,1
10,8,530,916,2,1
3,4,500,1071,12,0
2,2,530,410,19,0
5,7,530,921,16,1
0,0,500,1361,7,0
0,0,500,492,20,0
7,6,500,838,10,1
0,12,530,556,1,1
7,10,500,1235,3,1
3,3,500,852,19,1
6,7,500,1188,13,1
1,6,550,324,2,0
10,12,530,1250,16,1
6,12,500,1139,19,1
6,5,500,428,2,0
10,7,530,802,7,1
8,6,550,575,11,1
6,1,550,573,6,1
4,12,530,684,9,0
0,2,530,759,10,0
0,0,500,1068,20,0
2,1,500,917,17,0
3,4,530,1050,17,0
8,1,550,1279,20,0
5,4,550,850,7,0
7,3,500,348,14,1
7,3,500,719,3,1
0,1,550,847,10,1
0,10,500,929,13,1
7,2,550,876,17,1
10,0,500,256,20,0
8,8,530,431,10,0
5,3,550,1136,13,0
0,5,530,1275,9,0
9,7,550,425,6,0
5,2,530,1446,14,0
5,10,530,1239,7,0
3,3,550,1414,18,1
7,7,500,327,9,0
1,5,550,1060,6,1
10,12,530,1310,18,1
1,6,550,843,20,0
1,7,530,1296,7,0
9,4,550,1338,2,0
2,1,500,1371,4,0
5,3,530,1094,14,1
10,7,550,560,13,1
7,5,530,935,16,0
0,0,550,1196,3,0
4,0,530,271,11,0
9,10,530,1139,12,1
9,9,530,614,10,0
7,6,550,557,9,0
0,0,500,539,19,1
7,12,500,304,18,1
10,6,500,845,19,1
6,4,500,570,5,1
5,4,500,391,8,0
0,1,530,468,20,0
10,8,530,1149,4,1
4,3,500,964,2,0
9,2,500,739,3,1
9,0,530,826,9,0
2,8,500,1117,9,1
7,6,500,1186,9,1
5,6,530,1444,9,0
0,0,550,949,6,0
1,8,530,243,4,0
7,9,500,1251,4,1
5,11,550,353,6,1
1,9,530,998,7,1
3,11,500,1361,9,1
0,1,550,566,10,0
5,3,500,532,1,1
0,11,550,870,11,0
1,12,530,1221,3,1
0,8,530,749,13,0
4,5,530,1273,16,0
4,0,530,1119,3,1
6,11,530,1031,11,1
9,5,530,1383,2,1
0,4,530,282,12,1
4,1,550,1439,11,0
3,3,500,1049,18,0
9,8,530,1368,10,1
6,3,500,644,6,0
9,6,500,474,19,0
10,8,550,1401,7,1
9,7,530,760,10,1
8,3,550,1320,13,0
1,8,500,880,13,1
5,1,550,546,16,0
5,7,530,1409,5,1
8,9,550,1405,3,1
9,10,530,625,13,1
2,1,550,1526,9,1
1,3,550,1543,2,0
9,7,530,415,18,0
2,7,550,252,3,1
5,0,500,698,9,0
4,11,500,1362,20,0
10,3,550,933,8,0
10,4,550,454,9,0
8,12,530,335,13,1
9,2,550,1130,13,0
4,1,530,1211,13,1
0,12,550,601,1,1
10,1,500,1447,11,0
2,12,530,1312,17,1
10,0,550,1519,1,1
1,11,530,835,1,1
6,3,530,787,6,1
8,5,550,406,20,1
8,2,530,891,20,1
8,8,530,1054,5,1
6,12,500,471,16,1
0,5,550,1375,14,1
8,1,550,259,17,1
0,10,500,994,11,1
6,2,500,575,15,1
4,6,530,558,9,0
1,6,550,1012,16,0
10,2,500,1414,19,1
7,6,500,395,1,0
2,8,530,377,9,0
10,11,530,631,12,0
3,8,500,1234,9,0
8,2,500,1237,1,0
10,7,500,588,9,1
6,8,530,663,16,1
0,9,530,1460,15,1
7,6,550,321,2,0
9,2,550,746,8,0
3,4,530,322,1,0
0,0,530,1356,20,0
1,11,550,913,13,1
10,5,550,1027,9,1
8,3,500,1240,12,0
4,12,530,972,17,1
4,11,550,1327,20,0
6,9,500,1489,10,1
6,11,530,778,3,1
1,10,550,350,12,1
8,6,530,610,13,0
5,7,550,691,1,0
0,8,530,1239,11,1
1,9,530,259,7,1
5,9,550,562,13,1
6,8,500,897,3,1
2,0,500,550,20,0
8,2,550,1369,6,1
4,0,550,1498,2,0
2,10,530,1012,6,0
4,3,530,1163,18,1
6,2,500,1059,13,1
2,2,500,321,19,0
7,1,530,1154,17,1
10,12,530,1220,3,1
1,8,500,632,6,1
2,10,500,1369,1,0
6,2,550,1058,5,1
7,5,530,797,15,0
9,5,530,1422,19,0
6,6,550,536,20,1
7,1,500,1246,16,0
5,5,500,994,11,0
0,3,550,1236,15,1
10,11,500,1444,9,1
9,3,500,1269,18,1
0,12,550,373,10,1
8,2,530,1011,15,1
6,3,530,1418,6,0
6,9,500,715,1,1
10,1,530,624,10,0
0,3,550,979,16,1
8,10,550,319,1,1
5,7,550,1231,5,0
1,3,530,869,15,1
9,3,530,1317,7,0
9,1,500,1125,13,1
0,5,500,609,13,0
0,4,550,1431,17,1
0,7,500,467,5,1
5,8,500,992,1,0
9,2,500,515,11,0
1,8,500,619,17,1
3,1,550,306,18,1
1,4,530,1423,15,1
10,6,530,1021,16,1
1,0,500,1427,17,1
2,10,530,303,12,1
8,10,500,1404,14,1
4,9,550,1236,20,1
10,3,530,612,17,1
2,8,530,346,11,1
10,4,530,873,16,1
9,8,550,371,17,1
5,6,530,292,1,1
10,4,530,909,6,0
8,12,550,1462,16,1
10,1,530,593,8,0
9,12,500,536,7,0
3,12,550,256,9,1
5,7,530,802,2,1
10,0,530,1333,11,0
6,12,530,276,14,0
10,2,500,322,6,1
8,1,500,806,12,1
5,4,550,1245,4,0
7,6,500,856,7,1
9,3,550,806,12,1
2,4,530,1424,20,0
0,11,530,1061,8,0
3,9,500,1274,4,1
2,9,550,1251,18,0
4,9,550,741,1,1
4,2,500,800,1,0
9,9,500,616,16,1
4,8,550,701,5,0
4,9,500,1345,3,1
10,8,500,650,1,1
5,2,530,1019,14,1
10,11,500,532,6,1
6,2,530,1026,5,0
8,0,500,671,10,1
2,10,530,793,2,1
2,6,500,1191,13,1
0,7,500,1343,3,1
6,7,550,719,13,1
6,11,530,541,7,1
0,11,500,655,15,1
1,4,500,320,5,1
9,9,500,971,7,1
5,9,500,488,8,1
4,12,550,1521,18,1
3,9,500,1040,3,0
9,8,530,920,16,1
7,1,530,1122,3,1
1,7,500,1097,7,0
4,2,500,1014,11,0
4,6,530,1226,9,0
0,1,550,1293,10,1
5,0,500,685,4,1
2,6,550,1427,4,1
0,4,500,832,1,1
3,5,530,1363,3,1
6,0,550,630,12,0
7,8,530,929,2,1
2,3,530,774,10,0
3,10,500,626,16,1
0,2,500,1488,9,0
0,11,500,1231,16,1
10,0,500,403,6,1
4,10,530,918,18,1
5,12,550,1298,5,0
2,1,530,1114,1,1
8,6,550,744,6,1
8,6,530,976,16,1
8,5,530,1049,16,0
4,10,500,1492,8,1
8,2,550,282,18,0
8,8,530,1175,7,1
10,3,500,1240,2,1
4,2,550,1248,18,1
6,10,530,1391,13,1
8,1,550,1502,17,1
3,0,500,457,18,0
5,10,500,1282,1,1
3,4,500,294,9,1
6,6,550,318,17,0
5,8,550,1481,2,1
4,12,500,1204,15,1
10,1,530,644,1,1
0,6,550,828,7,1
7,2,500,741,7,0
10,0,530,559,19,1
10,0,500,946,19,1
3,0,500,872,5,1
10,6,530,333,4,1
2,5,530,836,9,0
6,11,530,1051,10,1
4,6,550,1343,2,0
2,1,550,1530,8,0
1,7,530,1301,11,1
2,10,530,1390,2,0
5,4,500,801,19,1
7,11,500,1279,19,1
1,8,530,1022,20,1
1,9,500,619,12,1
8,11,530,399,14,0
1,5,530,857,16,1
7,12,550,1060,7,1
0,1,530,728,13,1
5,12,530,1062,16,1
2,6,530,696,5,1
2,12,500,337,2,1
3,8,550,1313,7,0
2,5,500,1476,1,0
0,3,530,968,6,1
8,11,550,730,16,1
7,4,500,945,13,0
4,4,550,1047,18,0
2,9,500,942,17,1
1,0,500,230,5,1
1,0,550,694,11,1
1,0,530,1103,3,1
2,10,500,1344,4,0
3,1,550,1149,6,1
0,2,500,1309,17,0
8,2,530,1127,15,1
2,5,530,620,13,0
9,8,550,520,8,1
4,1,530,1074,8,0
10,6,530,821,10,1
7,11,500,845,12,1
9,1,530,1065,9,0
7,10,550,290,8,1
1,12,530,597,20,0
8,3,530,395,11,0
7,11,550,792,13,1
5,2,550,868,18,0
0,8,550,1008,3,0
5,2,550,630,6,0
4,3,550,1251,1,0
6,6,500,326,12,0
7,8,550,853,15,1
10,7,530,368,3,0
6,0,500,1319,9,1
6,12,550,598,20,0
6,11,550,665,20,0
0,3,550,890,18,1
7,0,530,585,5,0
7,5,500,638,19,1
5,7,550,489,10,1
8,0,500,696,12,1
9,6,550,925,19,1
6,9,550,616,6,1
1,11,550,727,11,0
6,3,500,955,7,0
4,6,500,709,19,1
10,2,500,458,11,1
0,8,500,496,10,0
5,4,500,1194,8,0
9,12,550,310,8,1
8,5,500,915,11,0
8,1,530,1449,18,0
1,9,550,470,17,1
8,6,500,713,2,1
8,3,500,939,3,1
6,7,530,1131,10,1
4,9,530,1020,3,0
9,12,500,507,19,0
4,3,500,324,8,1
10,11,530,472,10,1
8,4,530,1128,18,0
5,9,550,261,7,1
9,1,530,737,1,0
2,0,550,1010,19,0
0,2,530,1389,4,1
5,11,550,1453,4,1
10,4,500,1328,2,0
0,0,530,1328,2,1
1,12,550,1360,9,0
1,11,550,1032,10,0
6,10,500,1488,18,1
3,8,550,346,6,0
3,5,530,1330,16,0
5,9,550,593,3,0
0,3,550,1235,12,0
7,10,550,1388,4,1
1,9,500,1017,14,0
5,10,530,694,14,0
2,1,550,1269,19,0
8,1,550,846,11,1
3,8,550,1241,13,0
8,12,550,642,12,1
4,4,530,362,4,1
5,10,530,1461,10,0
2,9,530,547,17,0
4,9,530,420,15,0
2,1,500,331,8,1
7,2,550,1307,4,0
10,4,550,1499,17,0
6,5,550,1112,19,0
10,0,530,511,8,0
6,11,500,840,8,1
0,2,550,590,15,0
8,10,550,1366,10,1
7,11,500,831,7,1
0,12,500,321,10,0
5,0,530,1463,17,0
7,7,500,1439,16,1
10,5,550,267,5,0
4,9,530,548,2,1
3,6,500,612,12,0
3,9,550,1000,12,1
9,12,530,775,7,1
2,0,530,968,10,1
5,10,530,1433,15,0
6,8,500,804,5,1
3,5,530,1480,17,0
7,7,530,1138,15,1
4,2,500,492,5,0
2,3,550,1139,20,0
9,7,500,719,12,1
2,9,550,709,20,0
8,6,530,1282,10,1
8,3,530,1437,17,0
0,1,500,1183,9,0
2,6,530,855,19,1
9,9,500,454,10,0
3,11,500,236,12,1
7,5,530,1431,9,0
9,8,530,571,15,0
0,11,530,472,19,1
2,2,550,931,18,1
9,1,550,371,3,1
10,9,550,596,20,0
7,7,500,1132,19,1
4,7,500,239,7,0
5,4,530,399,18,0
3,7,550,778,18,1
9,10,500,930,16,1
6,9,500,616,16,1
7,6,530,1050,14,1
10,3,500,455,17,0
5,2,550,802,6,1
8,7,500,1147,16,1
5,4,500,1099,2,1
8,11,500,597,7,0
0,12,550,1047,15,1
1,1,530,880,3,0
2,1,500,1268,19,0
0,11,530,401,13,1
2,6,500,1101,19,1
2,8,550,1119,8,0
7,4,500,637,10,1
9,6,500,699,6,0
4,1,550,741,6,1
3,2,550,796,20,1
7,10,500,330,5,0
9,5,550,1459,4,0
10,4,500,1383,16,0
5,10,500,207,8,0
2,3,550,456,13,1
8,9,500,1267,14,1
0,7,530,678,16,0
7,0,550,1516,13,1
7,8,530,648,1,0
6,12,550,801,17,1
5,6,530,928,7,0
2,5,550,1242,12,0
3,12,550,979,1,1
6,12,530,1042,13,1
8,7,550,925,13,1
10,11,500,911,5,1
8,9,500,1199,17,1
7,4,500,581,1,1
3,7,500,872,7,0
2,11,550,1368,16,1
10,10,530,1154,17,1
4,11,530,637,17,0
1,10,550,1443,7,0
8,4,530,1352,20,0
2,11,530,348,5,0
9,9,500,732,8,1
8,6,550,1194,11,1
8,4,500,753,15,0
3,4,530,305,1,1
4,5,530,1341,11,1
3,5,550,1191,12,0
10,0,500,470,14,1
9,3,550,342,9,0
8,4,500,1343,20,0
6,4,530,1513,5,0
8,11,500,1189,4,1
1,2,530,378,6,1
1,11,500,411,18,1
8,3,550,810,17,0
6,1,500,214,15,0
2,5,550,1318,13,1
4,0,500,1288,3,0
4,9,550,1303,10,1
8,5,550,354,10,1
6,4,500,840,2,0
7,5,530,256,15,1
0,11,550,469,3,1
3,11,530,325,7,0
5,9,530,646,6,0
2,10,550,1100,10,1
10,9,550,1497,5,1
3,12,500,297,5,1
0,11,530,881,11,1
9,11,530,1479,2,1
8,12,550,723,16,1
9,12,530,1288,19,1
5,2,550,1198,20,1
9,2,530,1012,18,1
9,9,550,571,3,0
9,2,500,867,19,0
3,12,500,1106,16,1
5,1,550,1533,5,1
0,11,530,525,1,0
1,10,530,1343,3,0
7,3,550,1226,9,1
5,8,500,1437,12,1
10,5,530,1104,8,1
1,9,500,1073,19,1
0,11,500,1388,16,0
0,7,500,1097,12,0
2,8,500,1217,11,0
7,9,500,1294,14,1
1,8,550,769,13,1
2,6,530,756,2,1
8,3,550,574,3,1
2,1,500,1159,17,0
10,5,530,861,16,1
4,11,550,1138,20,0
5,4,500,876,13,0
8,0,550,1486,7,0
5,11,550,1279,16,1
8,7,530,1169,10,1
3,3,530,770,19,0
6,4,530,648,3,1
4,0,530,991,20,0
7,1,550,1483,1,0
2,11,530,844,18,1
7,7,530,243,5,1
1,11,500,1422,16,0
0,0,500,1078,4,0
2,6,500,735,6,0
7,6,530,1035,10,1
10,12,500,397,1,1
2,11,550,1439,18,1
6,6,500,572,8,1
0,8,500,677,2,0
1,4,550,1035,10,1
5,12,550,1538,12,0
7,6,500,944,7,1
10,9,530,973,14,1
5,11,530,755,8,1
6,1,550,760,13,0
1,4,550,1523,11,0
9,12,530,342,13,0
0,0,530,245,12,1
5,5,500,1483,4,0
10,7,550,1133,9,1
8,7,530,902,12,1
8,1,500,570,16,1
7,11,500,1197,18,1
1,6,530,1387,10,0
0,8,500,679,12,0
2,11,500,294,5,1
8,5,550,1011,14,0
6,11,550,1414,4,1
6,1,530,804,6,1
3,7,500,719,8,0
3,11,500,682,14,1
7,12,550,1452,5,1
9,3,500,1029,2,1
4,12,530,1423,5,0
9,6,530,993,15,1
10,8,550,499,17,1
6,5,530,1104,17,1
0,5,530,761,1,1
3,11,530,1330,7,0
10,8,500,575,16,0
2,11,530,1526,3,0
2,12,550,1033,12,1
0,7,500,1403,5,0
0,8,550,795,6,0
0,8,500,1292,1,0
0,8,550,1242,1,0
10,5,550,1114,14,0
9,2,550,1360,4,0
9,10,500,937,4,1
7,5,530,1516,16,0
1,3,530,639,19,1
3,9,500,445,17,1
9,0,530,493,18,0
8,2,530,1279,4,1
7,9,550,1124,18,1
5,7,550,904,17,0
5,6,530,1299,3,1
4,7,550,725,16,1
6,5,530,1394,12,0
8,1,500,612,5,0
2,7,550,539,16,0
6,0,500,1054,6,0
1,2,500,1025,13,0
5,4,550,889,18,0
9,7,550,1330,4,1
1,7,530,328,7,1
5,1,500,564,1,0
8,12,550,683,12,1
2,0,550,1105,12,1
7,6,550,502,17,1
0,5,500,1490,10,1
9,7,550,970,17,1
3,4,550,679,20,0
0,10,530,1495,16,0
1,7,530,991,10,1
1,4,530,1128,8,0
8,4,500,969,2,1
9,11,530,783,20,1
0,3,500,758,5,0
4,1,500,601,14,1
7,0,550,342,10,1
10,7,500,564,4,0
4,7,530,720,17,0
2,4,530,1140,19,1
2,0,500,1072,17,1
8,7,550,774,5,1
8,12,500,1312,15,1
3,3,550,771,6,0
3,2,530,815,15,0
7,2,500,700,14,1
5,2,550,1199,5,1
0,12,550,1196,11,0
7,2,550,1087,8,1
9,2,500,916,4,1
2,10,550,1529,12,0
8,9,550,1276,20,1
6,2,530,701,11,0
3,10,550,526,12,0
5,2,550,1487,14,1
4,4,530,1214,8,0
6,11,500,630,19,1
5,2,550,609,6,0
10,2,530,349,16,1
2,10,500,524,14,0
7,4,550,632,16,0
4,7,500,331,4,1
0,3,530,713,6,1
8,9,500,235,14,1
7,9,550,989,18,1
1,0,500,1046,5,1
5,2,500,1382,8,0
9,1,530,758,7,0
4,5,550,762,10,1
4,10,550,1281,13,1
1,10,530,501,2,1
2,10,530,822,16,1
6,1,530,436,15,0
0,10,550,434,5,0
4,5,530,1323,14,0
7,12,550,850,9,1
7,2,530,917,11,1
0,8,500,445,16,0
10,9,550,1530,9,1
10,11,530,1005,17,1
9,10,550,274,6,1
7,11,550,683,15,1
4,9,550,417,10,0
7,9,550,1196,14,1
10,1,500,1030,17,0
8,6,550,1235,7,1
3,6,550,1216,5,1
8,10,530,588,17,0
6,2,530,1000,17,0
0,5,530,1379,17,1
4,6,530,539,20,1
9,6,500,468,3,1
5,5,500,1356,7,1
0,12,530,254,16,0
1,4,530,673,7,0
8,10,530,950,16,1
5,4,530,1045,16,0
1,6,530,242,15,1
9,1,500,1403,4,1
5,5,550,1393,10,0
4,10,500,488,18,1
4,3,500,331,4,0
0,8,530,856,13,1
6,5,500,1155,6,1
4,6,550,1338,9,0
9,2,530,558,13,1
5,6,550,1472,20,0
7,3,550,1233,15,0
5,11,550,1056,6,0
6,5,500,1196,18,1
0,4,530,307,18,0
2,4,550,1350,16,0
0,0,500,721,16,0
5,3,530,1010,12,1
10,5,500,1059,13,1
1,4,500,1001,20,0
2,10,500,570,11,1
8,6,550,470,19,0
6,6,530,417,5,0
5,9,530,1073,8,0
0,2,550,1419,18,1
1,4,500,625,20,1
4,1,500,513,15,1
0,11,500,947,1,0
3,7,500,1494,18,1
6,1,500,883,16,0
9,1,550,1482,10,0
4,5,550,1058,11,0
1,9,530,256,4,0
7,12,530,807,8,1
5,1,500,1069,13,0
9,4,530,1135,11,0
8,3,550,1142,2,0
8,4,550,1067,4,0
9,6,530,237,17,0
4,11,550,1300,1,1
4,5,530,862,7,0
2,8,500,1098,3,1
5,0,550,422,8,0
4,1,550,315,11,1
9,2,500,1482,6,0
2,7,530,509,17,1
1,11,550,1467,3,1
6,12,500,990,1,1
7,11,530,346,15,1
6,9,550,1294,9,1
9,3,550,1506,17,1
10,0,530,834,19,0
2,12,550,1043,4,1
10,6,530,566,4,0
3,11,500,1226,18,0
2,0,530,470,3,0
1,4,530,232,19,0
3,2,550,1018,8,0
6,4,550,1270,14,0
0,9,500,848,17,0
7,9,500,377,5,0
2,3,550,644,12,1
9,1,500,577,8,0
5,11,550,252,12,0
4,5,550,464,11,0
2,7,530,1457,12,1
4,9,530,563,13,1
4,1,530,1480,12,1
5,11,550,707,1,0
8,8,500,1424,9,1
6,8,550,580,11,1
5,4,550,604,8,1
10,1,500,828,19,1
1,7,530,1356,4,0
8,9,500,547,18,1
3,4,550,1217,1,0
8,3,500,1488,20,1
0,11,500,1484,3,1
8,7,530,446,4,0
2,6,550,1507,13,1
10,8,530,951,8,1
10,9,500,414,7,1
2,9,530,1481,15,1
9,4,530,475,16,1
3,2,530,1425,16,0
1,7,550,1376,1,1
5,4,530,1522,1,1
8,5,550,1352,14,0
4,11,500,1304,9,0
2,8,530,961,7,1
9,4,550,295,15,1
4,1,550,1126,6,0
8,0,500,973,20,1
6,8,500,596,8,1
9,1,500,1306,6,0
1,11,500,414,11,1
1,0,530,1355,5,0
2,12,530,1284,20,0
6,12,530,1015,18,1
3,12,530,962,9,0
8,12,500,1387,9,1
2,11,500,321,6,1
8,5,530,1221,17,0
7,2,530,1502,2,0
0,11,550,264,18,0
4,0,500,1476,3,1
1,0,500,1126,4,1
0,6,530,1404,15,1
